Species_ID,Name,Genus,Family,Order,Class,Phylum,Kingdom,Superkingdom
2845112 , Kohmavirus luticola  , Kohmavirus , Duinviridae , Norzivirales , Leviviricetes , Lenarviricota , Orthornavirae , Viruses 
2845113 , Konkivirus lutihabitans  , Konkivirus , Fiersviridae , Norzivirales , Leviviricetes , Lenarviricota , Orthornavirae , Viruses 
2845114 , Konmavirus lutivicinum  , Konmavirus , Blumeviridae , Timlovirales , Leviviricetes , Lenarviricota , Orthornavirae , Viruses 
2845117 , Kowinovirus pelenecus  , Kowinovirus , Fiersviridae , Norzivirales , Leviviricetes , Lenarviricota , Orthornavirae , Viruses 
2845118 , Kudohovirus pelocola  , Kudohovirus , Atkinsviridae , Norzivirales , Leviviricetes , Lenarviricota , Orthornavirae , Viruses 
2845119 , Kuhfotivirus pelohabitans  , Kuhfotivirus , Atkinsviridae , Norzivirales , Leviviricetes , Lenarviricota , Orthornavirae , Viruses 
2845120 , Kuhshuvirus pelovicinum  , Kuhshuvirus , Fiersviridae , Norzivirales , Leviviricetes , Lenarviricota , Orthornavirae , Viruses 
2845123 , Kyanivirus pelovivens  , Kyanivirus , Steitzviridae , Timlovirales , Leviviricetes , Lenarviricota , Orthornavirae , Viruses 
2845126 , Watanabevirus wv3521  , Watanabevirus , Herelleviridae , , Caudoviricetes , Uroviricota , Heunggongvirae , Viruses 
2845127 , Tybeckvirus tv521B  , Tybeckvirus , Herelleviridae , , Caudoviricetes , Uroviricota , Heunggongvirae , Viruses 
2845128 , Ashduovirus A2  , Ashduovirus , , , Caudoviricetes , Uroviricota , Heunggongvirae , Viruses 
2845129 , Behunavirus BH1  , Behunavirus , , , Caudoviricetes , Uroviricota , Heunggongvirae , Viruses 
2845131 , Colunavirus CL2  , Colunavirus , , , Caudoviricetes , Uroviricota , Heunggongvirae , Viruses 
2845132 , Junavirus J1  , Junavirus , , , Caudoviricetes , Uroviricota , Heunggongvirae , Viruses 
2845133 , Lafunavirus LF1  , Lafunavirus , , , Caudoviricetes , Uroviricota , Heunggongvirae , Viruses 
2845135 , Lacnuvirus LcNu  , Lacnuvirus , , , Caudoviricetes , Uroviricota , Heunggongvirae , Viruses 
2845136 , Hopescreekvirus LfeInf  , Hopescreekvirus , Herelleviridae , , Caudoviricetes , Uroviricota , Heunggongvirae , Viruses 
2845137 , Elpedvirus LpeD  , Elpedvirus , Herelleviridae , , Caudoviricetes , Uroviricota , Heunggongvirae , Viruses 
2845138 , Larmunavirus Lrm1  , Larmunavirus , , , Caudoviricetes , Uroviricota , Heunggongvirae , Viruses 
2845140 , Pleeduovirus PLE2  , Pleeduovirus , , , Caudoviricetes , Uroviricota , Heunggongvirae , Viruses 
2845143 , Sukhumvitvirus T25  , Sukhumvitvirus , , , Caudoviricetes , Uroviricota , Heunggongvirae , Viruses 
2845144 , Iaduovirus iA2  , Iaduovirus , , , Caudoviricetes , Uroviricota , Heunggongvirae , Viruses 
2845146 , Pleetrevirus iLp84  , Pleetrevirus , , , Caudoviricetes , Uroviricota , Heunggongvirae , Viruses 
2845147 , Fattrevirus AT3  , Fattrevirus , , , Caudoviricetes , Uroviricota , Heunggongvirae , Viruses 
2845151 , Whiteheadvirus wv1358  , Whiteheadvirus , , , Caudoviricetes , Uroviricota , Heunggongvirae , Viruses 
2845155 , Fremauxvirus fv1706  , Fremauxvirus , , , Caudoviricetes , Uroviricota , Heunggongvirae , Viruses 
2845184 , Audreyjarvisvirus av949  , Audreyjarvisvirus , , , Caudoviricetes , Uroviricota , Heunggongvirae , Viruses 
2845191 , Sandinevirus BK5T  , Sandinevirus , , , Caudoviricetes , Uroviricota , Heunggongvirae , Viruses 
2845386 , Vedamuthuvirus BM13  , Vedamuthuvirus , , , Caudoviricetes , Uroviricota , Heunggongvirae , Viruses 
2845410 , Chertseyvirus GE1  , Chertseyvirus , , , Caudoviricetes , Uroviricota , Heunggongvirae , Viruses 
2845427 , Teubervirus P087  , Teubervirus , , , Caudoviricetes , Uroviricota , Heunggongvirae , Viruses 
2845428 , Nevevirus P092  , Nevevirus , , , Caudoviricetes , Uroviricota , Heunggongvirae , Viruses 
2845441 , Uwajimavirus PLgW1  , Uwajimavirus , , , Caudoviricetes , Uroviricota , Heunggongvirae , Viruses 
2845460 , Questintvirus Q54  , Questintvirus , , , Caudoviricetes , Uroviricota , Heunggongvirae , Viruses 
2845482 , Lahcomavirus asienecus  , Lahcomavirus , Atkinsviridae , Norzivirales , Leviviricetes , Lenarviricota , Orthornavirae , Viruses 
2845483 , Laimuvirus asiocola  , Laimuvirus , Steitzviridae , Timlovirales , Leviviricetes , Lenarviricota , Orthornavirae , Viruses 
2845484 , Lazuovirus agrenecus  , Lazuovirus , Steitzviridae , Timlovirales , Leviviricetes , Lenarviricota , Orthornavirae , Viruses 
2845488 , Lehptavirus choradaptatum  , Lehptavirus , Steitzviridae , Timlovirales , Leviviricetes , Lenarviricota , Orthornavirae , Viruses 
2845491 , Lehptevirus asiohabitans  , Lehptevirus , Atkinsviridae , Norzivirales , Leviviricetes , Lenarviricota , Orthornavirae , Viruses 
2845498 , Veravirus septentrionalis  , Veravirus , Zobellviridae , , Caudoviricetes , Uroviricota , Heunggongvirae , Viruses 
2845499 , Lentimonavirus lentinulae  , Lentimonavirus , Mymonaviridae , Mononegavirales , Monjiviricetes , Negarnaviricota , Orthornavirae , Viruses 
2845501 , Saintgironsvirus LE1  , Saintgironsvirus , , , Caudoviricetes , Uroviricota , Heunggongvirae , Viruses 
2845502 , Nylescharonvirus LE3  , Nylescharonvirus , , , Caudoviricetes , Uroviricota , Heunggongvirae , Viruses 
2845508 , Seongbukvirus MH1  , Seongbukvirus , , , Caudoviricetes , Uroviricota , Heunggongvirae , Viruses 
2845510 , Lihvevirus borborenecus  , Lihvevirus , Steitzviridae , Timlovirales , Leviviricetes , Lenarviricota , Orthornavirae , Viruses 
2845512 , Limaivirus borborocola  , Limaivirus , Steitzviridae , Timlovirales , Leviviricetes , Lenarviricota , Orthornavirae , Viruses 
2845517 , Lincruvirus wenlingense  , Lincruvirus , Cruliviridae , Bunyavirales , Ellioviricetes , Negarnaviricota , Orthornavirae , Viruses 
2845519 , Lirnavirus borborovicinum  , Lirnavirus , Blumeviridae , Timlovirales , Leviviricetes , Lenarviricota , Orthornavirae , Viruses 
2845520 , Jelitavirus B025  , Jelitavirus , , , Caudoviricetes , Uroviricota , Heunggongvirae , Viruses 
2845521 , Slepowronvirus LP101  , Slepowronvirus , , , Caudoviricetes , Uroviricota , Heunggongvirae , Viruses 
2845526 , Lobdovirus arvenecus  , Lobdovirus , Atkinsviridae , Norzivirales , Leviviricetes , Lenarviricota , Orthornavirae , Viruses 
2845531 , Lohmavirus borborovivens  , Lohmavirus , Fiersviridae , Norzivirales , Leviviricetes , Lenarviricota , Orthornavirae , Viruses 
2845532 , Lomnativirus arvihabitans  , Lomnativirus , Steitzviridae , Timlovirales , Leviviricetes , Lenarviricota , Orthornavirae , Viruses 
2845533 , Lostrhavirus lonestar  , Lostrhavirus , Rhabdoviridae , Mononegavirales , Monjiviricetes , Negarnaviricota , Orthornavirae , Viruses 
2845534 , Lonzbavirus caenadaptatum  , Lonzbavirus , Blumeviridae , Timlovirales , Leviviricetes , Lenarviricota , Orthornavirae , Viruses 
2845536 , Loptevirus arvivivens  , Loptevirus , Steitzviridae , Timlovirales , Leviviricetes , Lenarviricota , Orthornavirae , Viruses 
2845538 , Loslovirus caenicola  , Loslovirus , Fiersviridae , Norzivirales , Leviviricetes , Lenarviricota , Orthornavirae , Viruses 
2845545 , Luloavirus edaphadaptatum  , Luloavirus , Steitzviridae , Timlovirales , Leviviricetes , Lenarviricota , Orthornavirae , Viruses 
2845548 , Lulohlevirus edaphohabitans  , Lulohlevirus , Fiersviridae , Norzivirales , Leviviricetes , Lenarviricota , Orthornavirae , Viruses 
2845550 , Luthavirus edaphovivens  , Luthavirus , Fiersviridae , Norzivirales , Leviviricetes , Lenarviricota , Orthornavirae , Viruses 
2845552 , Lygehevirus pedocola  , Lygehevirus , Steitzviridae , Timlovirales , Leviviricetes , Lenarviricota , Orthornavirae , Viruses 
2845553 , Lyndovirus caenivicinum  , Lyndovirus , Steitzviridae , Timlovirales , Leviviricetes , Lenarviricota , Orthornavirae , Viruses 
2845556 , Madisduvirus caenivivens  , Madisduvirus , Atkinsviridae , Norzivirales , Leviviricetes , Lenarviricota , Orthornavirae , Viruses 
2845558 , Mahdsavirus limadaptatum  , Mahdsavirus , Steitzviridae , Timlovirales , Leviviricetes , Lenarviricota , Orthornavirae , Viruses 
2845559 , Mahjnavirus limenecus  , Mahjnavirus , Steitzviridae , Timlovirales , Leviviricetes , Lenarviricota , Orthornavirae , Viruses 
2845561 , Mahqeavirus limicola  , Mahqeavirus , Fiersviridae , Norzivirales , Leviviricetes , Lenarviricota , Orthornavirae , Viruses 
2845564 , Mahraivirus limivicinum  , Mahraivirus , Fiersviridae , Norzivirales , Leviviricetes , Lenarviricota , Orthornavirae , Viruses 
2845565 , Mahshuvirus limivivens  , Mahshuvirus , Solspiviridae , Norzivirales , Leviviricetes , Lenarviricota , Orthornavirae , Viruses 
2845569 , Manohtivirus pedenecus  , Manohtivirus , Fiersviridae , Norzivirales , Leviviricetes , Lenarviricota , Orthornavirae , Viruses 
2845570 , Manrohovirus lutadaptatum  , Manrohovirus , Fiersviridae , Norzivirales , Leviviricetes , Lenarviricota , Orthornavirae , Viruses 
2845573 , Marskhivirus piscicola  , Marskhivirus , Blumeviridae , Timlovirales , Leviviricetes , Lenarviricota , Orthornavirae , Viruses 
2845574 , Marsupivirus A  , Marsupivirus , Picornaviridae , Picornavirales , Pisoniviricetes , Pisuviricota , Orthornavirae , Viruses 
2845575 , Martavirus lutenecus  , Martavirus , Fiersviridae , Norzivirales , Leviviricetes , Lenarviricota , Orthornavirae , Viruses 
2845577 , Meblowovirus defluviicola  , Meblowovirus , Fiersviridae , Norzivirales , Leviviricetes , Lenarviricota , Orthornavirae , Viruses 
2845578 , Mehraxmevirus pedohabitans  , Mehraxmevirus , Fiersviridae , Norzivirales , Leviviricetes , Lenarviricota , Orthornavirae , Viruses 
2845579 , Meihzavirus luticola  , Meihzavirus , , , Leviviricetes , Lenarviricota , Orthornavirae , Viruses 
2845580 , Mekintivirus lutihabitans  , Mekintivirus , Fiersviridae , Norzivirales , Leviviricetes , Lenarviricota , Orthornavirae , Viruses 
2845584 , Methovirus lutivicinum  , Methovirus , Fiersviridae , Norzivirales , Leviviricetes , Lenarviricota , Orthornavirae , Viruses 
2845585 , Metsavirus lutivivens  , Metsavirus , Steitzviridae , Timlovirales , Leviviricetes , Lenarviricota , Orthornavirae , Viruses 
2845587 , Akonivirus akoni  , Akonivirus , , , Caudoviricetes , Uroviricota , Heunggongvirae , Viruses 
2845588 , Tinytimothyvirus alex44  , Tinytimothyvirus , , , Caudoviricetes , Uroviricota , Heunggongvirae , Viruses 
2845591 , Burrovirus burro  , Burrovirus , , , Caudoviricetes , Uroviricota , Heunggongvirae , Viruses 
2845604 , Mihkrovirus soladaptatum  , Mihkrovirus , Fiersviridae , Norzivirales , Leviviricetes , Lenarviricota , Orthornavirae , Viruses 
2845607 , Milihnovirus solihabitans  , Milihnovirus , Steitzviridae , Timlovirales , Leviviricetes , Lenarviricota , Orthornavirae , Viruses 
2845608 , Milk vetch dwarf China alphasatellite  , Mivedwarsatellite , Alphasatellitidae , , , , , Viruses 
2845610 , Mintinovirus pelohabitans  , Mintinovirus , Solspiviridae , Norzivirales , Leviviricetes , Lenarviricota , Orthornavirae , Viruses 
2845613 , Mintuvirus asienecus  , Mintuvirus , Fiersviridae , Norzivirales , Leviviricetes , Lenarviricota , Orthornavirae , Viruses 
2845615 , Minusuvirus solivicinum  , Minusuvirus , Steitzviridae , Timlovirales , Leviviricetes , Lenarviricota , Orthornavirae , Viruses 
2845617 , Mitdiwavirus asiocola  , Mitdiwavirus , Atkinsviridae , Norzivirales , Leviviricetes , Lenarviricota , Orthornavirae , Viruses 
2845625 , Mivirus suffolkense  , Mivirus , Chuviridae , Jingchuvirales , Monjiviricetes , Negarnaviricota , Orthornavirae , Viruses 
2845627 , Mocruvirus chthonadaptatum  , Mocruvirus , Steitzviridae , Timlovirales , Leviviricetes , Lenarviricota , Orthornavirae , Viruses 
2845631 , Moloevirus chthonenecus  , Moloevirus , Atkinsviridae , Norzivirales , Leviviricetes , Lenarviricota , Orthornavirae , Viruses 
2845635 , Molucevirus geoadaptatum  , Molucevirus , Steitzviridae , Timlovirales , Leviviricetes , Lenarviricota , Orthornavirae , Viruses 
2845636 , Monamovirus asiohabitans  , Monamovirus , Fiersviridae , Norzivirales , Leviviricetes , Lenarviricota , Orthornavirae , Viruses 
2845638 , Monekavirus asiovivens  , Monekavirus , Atkinsviridae , Norzivirales , Leviviricetes , Lenarviricota , Orthornavirae , Viruses 
2845639 , Morsusvirus argatis  , Morsusvirus , Chuviridae , Jingchuvirales , Monjiviricetes , Negarnaviricota , Orthornavirae , Viruses 
2845643 , Mucrahivirus geohabitans  , Mucrahivirus , Fiersviridae , Norzivirales , Leviviricetes , Lenarviricota , Orthornavirae , Viruses 
2845647 , Muyegivirus borborenecus  , Muyegivirus , Fiersviridae , Norzivirales , Leviviricetes , Lenarviricota , Orthornavirae , Viruses 
2845648 , Mycobacterium virus Cornie  , Cornievirus , , , Caudoviricetes , Uroviricota , Heunggongvirae , Viruses 
2845649 , Cukevirus cuke  , Cukevirus , , , Caudoviricetes , Uroviricota , Heunggongvirae , Viruses 
2845650 , Hnatkovirus DS6A  , Hnatkovirus , , , Caudoviricetes , Uroviricota , Heunggongvirae , Viruses 
2845652 , Fowlmouthvirus fowlmouth  , Fowlmouthvirus , , , Caudoviricetes , Uroviricota , Heunggongvirae , Viruses 
2845653 , Indlulamithivirus indlulamithi  , Indlulamithivirus , , , Caudoviricetes , Uroviricota , Heunggongvirae , Viruses 
2845655 , Sparkyvirus sparky  , Sparkyvirus , , , Caudoviricetes , Uroviricota , Heunggongvirae , Viruses 
2845656 , Mycobacterium virus Squirty  , Squirtyvirus , , , Caudoviricetes , Uroviricota , Heunggongvirae , Viruses 
2845657 , Mycobacterium virus TChen  , Thetabobvirus , , , Caudoviricetes , Uroviricota , Heunggongvirae , Viruses 
2845660 , Myriavirus myriapedis  , Myriavirus , Myriaviridae , Jingchuvirales , Monjiviricetes , Negarnaviricota , Orthornavirae , Viruses 
2845661 , Nadsecevirus borborocola  , Nadsecevirus , Fiersviridae , Norzivirales , Leviviricetes , Lenarviricota , Orthornavirae , Viruses 
2845663 , Nahjiuvirus borborovicinum  , Nahjiuvirus , Fiersviridae , Norzivirales , Leviviricetes , Lenarviricota , Orthornavirae , Viruses 
2845664 , Nahrudavirus borborovivens  , Nahrudavirus , Fiersviridae , Norzivirales , Leviviricetes , Lenarviricota , Orthornavirae , Viruses 
2845665 , Nahsuvirus caenadaptatum  , Nahsuvirus , Fiersviridae , Norzivirales , Leviviricetes , Lenarviricota , Orthornavirae , Viruses 
2845669 , Myohalovirus phiCh1  , Myohalovirus , Vertoviridae , , Caudoviricetes , Uroviricota , Heunggongvirae , Viruses 
2845670 , Alphahymrhavirus neglectus  , Alphahymrhavirus , Rhabdoviridae , Mononegavirales , Monjiviricetes , Negarnaviricota , Orthornavirae , Viruses 
2845671 , Nehohpavirus tellurenecus  , Nehohpavirus , Blumeviridae , Timlovirales , Leviviricetes , Lenarviricota , Orthornavirae , Viruses 
2845672 , Nehpavirus caenenecus  , Nehpavirus , Blumeviridae , Timlovirales , Leviviricetes , Lenarviricota , Orthornavirae , Viruses 
2845673 , Nehujevirus caenicola  , Nehujevirus , Atkinsviridae , Norzivirales , Leviviricetes , Lenarviricota , Orthornavirae , Viruses 
2845674 , Nehumivirus tellurihabitans  , Nehumivirus , Steitzviridae , Timlovirales , Leviviricetes , Lenarviricota , Orthornavirae , Viruses 
2845676 , Neratovirus caenihabitans  , Neratovirus , Atkinsviridae , Norzivirales , Leviviricetes , Lenarviricota , Orthornavirae , Viruses 
2845678 , Niankuvirus caenivicinum  , Niankuvirus , Fiersviridae , Norzivirales , Leviviricetes , Lenarviricota , Orthornavirae , Viruses 
2845679 , Nicedsevirus caenivivens  , Nicedsevirus , , , Leviviricetes , Lenarviricota , Orthornavirae , Viruses 
2845680 , Nigecruvirus ixodes  , Nigecruvirus , Chuviridae , Jingchuvirales , Monjiviricetes , Negarnaviricota , Orthornavirae , Viruses 
2845681 , Niginuvirus limadaptatum  , Niginuvirus , Atkinsviridae , Norzivirales , Leviviricetes , Lenarviricota , Orthornavirae , Viruses 
2845682 , Nihlwovirus limenecus  , Nihlwovirus , Steitzviridae , Timlovirales , Leviviricetes , Lenarviricota , Orthornavirae , Viruses 
2845684 , Nihucivirus limihabitans  , Nihucivirus , Fiersviridae , Norzivirales , Leviviricetes , Lenarviricota , Orthornavirae , Viruses 
2845685 , Niuhvovirus limivicinum  , Niuhvovirus , Fiersviridae , Norzivirales , Leviviricetes , Lenarviricota , Orthornavirae , Viruses 
2845688 , Ravarandavirus rv2AV2  , Ravarandavirus , , , Caudoviricetes , Uroviricota , Heunggongvirae , Viruses 
2845692 , Noehsivirus tellurivivens  , Noehsivirus , Fiersviridae , Norzivirales , Leviviricetes , Lenarviricota , Orthornavirae , Viruses 
2845693 , Nuihimevirus lutadaptatum  , Nuihimevirus , Fiersviridae , Norzivirales , Leviviricetes , Lenarviricota , Orthornavirae , Viruses 
2845694 , Obhoarovirus terradaptatum  , Obhoarovirus , Blumeviridae , Timlovirales , Leviviricetes , Lenarviricota , Orthornavirae , Viruses 
2845695 , Obscuruvirus quintum  , Obscuruvirus , Aliusviridae , Jingchuvirales , Monjiviricetes , Negarnaviricota , Orthornavirae , Viruses 
2845696 , Oceshuvirus lutenecus  , Oceshuvirus , Fiersviridae , Norzivirales , Leviviricetes , Lenarviricota , Orthornavirae , Viruses 
2845697 , Ociwvivirus luticola  , Ociwvivirus , Steitzviridae , Timlovirales , Leviviricetes , Lenarviricota , Orthornavirae , Viruses 
2845698 , Odiravirus lutihabitans  , Odiravirus , Solspiviridae , Norzivirales , Leviviricetes , Lenarviricota , Orthornavirae , Viruses 
2845700 , Odonatavirus fabricii  , Odonatavirus , Chuviridae , Jingchuvirales , Monjiviricetes , Negarnaviricota , Orthornavirae , Viruses 
2845702 , Oekfovirus lutivicinum  , Oekfovirus , Solspiviridae , Norzivirales , Leviviricetes , Lenarviricota , Orthornavirae , Viruses 
2845703 , Sozzivirus sv9805  , Sozzivirus , , , Caudoviricetes , Uroviricota , Heunggongvirae , Viruses 
2845713 , Ollusvirus shayangense  , Ollusvirus , Aliusviridae , Jingchuvirales , Monjiviricetes , Negarnaviricota , Orthornavirae , Viruses 
2845714 , Olmsdivirus lutivivens  , Olmsdivirus , Fiersviridae , Norzivirales , Leviviricetes , Lenarviricota , Orthornavirae , Viruses 
2845715 , Omohevirus peladaptatum  , Omohevirus , Fiersviridae , Norzivirales , Leviviricetes , Lenarviricota , Orthornavirae , Viruses 
2845716 , Onohmuvirus pelenecus  , Onohmuvirus , Fiersviridae , Norzivirales , Leviviricetes , Lenarviricota , Orthornavirae , Viruses 
2845717 , Opdykovirus pelocola  , Opdykovirus , Fiersviridae , Norzivirales , Leviviricetes , Lenarviricota , Orthornavirae , Viruses 
2845718 , Osigowavirus insecticola  , Osigowavirus , Fiersviridae , Norzivirales , Leviviricetes , Lenarviricota , Orthornavirae , Viruses 
2845720 , Owenocuvirus pelohabitans  , Owenocuvirus , Fiersviridae , Norzivirales , Leviviricetes , Lenarviricota , Orthornavirae , Viruses 
2845724 , Oxychlovirus terrihabitans  , Oxychlovirus , Fiersviridae , Norzivirales , Leviviricetes , Lenarviricota , Orthornavirae , Viruses 
2845728 , Pacehavirus humicola  , Pacehavirus , Blumeviridae , Timlovirales , Leviviricetes , Lenarviricota , Orthornavirae , Viruses 
2845734 , Dragolirvirus dragolir  , Dragolirvirus , , , Caudoviricetes , Uroviricota , Heunggongvirae , Viruses 
2845743 , Fernvirus P123  , Fernvirus , , , Caudoviricetes , Uroviricota , Heunggongvirae , Viruses 
2845749 , Wanderervirus wanderer  , Wanderervirus , , , Caudoviricetes , Uroviricota , Heunggongvirae , Viruses 
2845751 , Pagohnivirus humenecus  , Pagohnivirus , Atkinsviridae , Norzivirales , Leviviricetes , Lenarviricota , Orthornavirae , Viruses 
2845752 , Pahdacivirus asiadaptatum  , Pahdacivirus , Blumeviridae , Timlovirales , Leviviricetes , Lenarviricota , Orthornavirae , Viruses 
2845753 , Pahspavirus humihabitans  , Pahspavirus , Steitzviridae , Timlovirales , Leviviricetes , Lenarviricota , Orthornavirae , Viruses 
2845755 , Palsdevirus asienecus  , Palsdevirus , Fiersviridae , Norzivirales , Leviviricetes , Lenarviricota , Orthornavirae , Viruses 
2845756 , Kylevirus kyle  , Kylevirus , , , Caudoviricetes , Uroviricota , Heunggongvirae , Viruses 
2845758 , Lietduovirus LIET2  , Lietduovirus , , , Caudoviricetes , Uroviricota , Heunggongvirae , Viruses 
2845768 , Patimovirus humivicinum  , Patimovirus , Steitzviridae , Timlovirales , Leviviricetes , Lenarviricota , Orthornavirae , Viruses 
2845769 , Paulavirus viph1008o  , Paulavirus , Autolykiviridae , , Tectiliviricetes , Preplasmiviricota , Bamfordvirae , Viruses 
2845771 , Paulavirus viph1044o  , Livvievirus , Autolykiviridae , , Tectiliviricetes , Preplasmiviricota , Bamfordvirae , Viruses 
2845773 , Paysduvirus asiocola  , Paysduvirus , Fiersviridae , Norzivirales , Leviviricetes , Lenarviricota , Orthornavirae , Viruses 
2845776 , Cbunavirus CB1  , Cbunavirus , Schitoviridae , , Caudoviricetes , Uroviricota , Heunggongvirae , Viruses 
2845780 , Pediavirus cirripedis  , Pediavirus , Chuviridae , Jingchuvirales , Monjiviricetes , Negarnaviricota , Orthornavirae , Viruses 
2845781 , Pehohrivirus asiohabitans  , Pehohrivirus , Fiersviridae , Norzivirales , Leviviricetes , Lenarviricota , Orthornavirae , Viruses 
2845783 , Pehsaduvirus asiovivens  , Pehsaduvirus , Fiersviridae , Norzivirales , Leviviricetes , Lenarviricota , Orthornavirae , Viruses 
2845793 , Penicillimonavirus kilnbarnense  , Penicillimonavirus , Mymonaviridae , Mononegavirales , Monjiviricetes , Negarnaviricota , Orthornavirae , Viruses 
2845798 , Pepevirus rubrum  , Pepevirus , Fiersviridae , Norzivirales , Leviviricetes , Lenarviricota , Orthornavirae , Viruses 
2845801 , Pepusduvirus humivivens  , Pepusduvirus , Steitzviridae , Timlovirales , Leviviricetes , Lenarviricota , Orthornavirae , Viruses 
2845804 , Perrunavirus olsenii  , Perrunavirus , Fiersviridae , Norzivirales , Leviviricetes , Lenarviricota , Orthornavirae , Viruses 
2845831 , Philtcovirus borboradaptatum  , Philtcovirus , Fiersviridae , Norzivirales , Leviviricetes , Lenarviricota , Orthornavirae , Viruses 
2845833 , Phobpsivirus agricola  , Phobpsivirus , Fiersviridae , Norzivirales , Leviviricetes , Lenarviricota , Orthornavirae , Viruses 
2845835 , Phomosis penoulivirus  , Penoulivirus , Botourmiaviridae , Ourlivirales , Miaviricetes , Lenarviricota , Orthornavirae , Viruses 
2845838 , Phulihavirus agrenecus  , Phulihavirus , Steitzviridae , Timlovirales , Leviviricetes , Lenarviricota , Orthornavirae , Viruses 
2845841 , Phulivirus tegeticola  , Phulivirus , Fiersviridae , Norzivirales , Leviviricetes , Lenarviricota , Orthornavirae , Viruses 
2845843 , Phyllomonavirus phyllospherae  , Phyllomonavirus , Mymonaviridae , Mononegavirales , Monjiviricetes , Negarnaviricota , Orthornavirae , Viruses 
2845844 , Pihngevirus agrivivens  , Pihngevirus , Atkinsviridae , Norzivirales , Leviviricetes , Lenarviricota , Orthornavirae , Viruses 
2845848 , Piponevirus borborocola  , Piponevirus , Fiersviridae , Norzivirales , Leviviricetes , Lenarviricota , Orthornavirae , Viruses 
2845851 , Pipunevirus borborovivens  , Pipunevirus , Fiersviridae , Norzivirales , Leviviricetes , Lenarviricota , Orthornavirae , Viruses 
2845854 , Pirifovirus chorohabitans  , Pirifovirus , Steitzviridae , Timlovirales , Leviviricetes , Lenarviricota , Orthornavirae , Viruses 
2845858 , Piscichuvirus sanxiaense  , Piscichuvirus , Chuviridae , Jingchuvirales , Monjiviricetes , Negarnaviricota , Orthornavirae , Viruses 
2845860 , Plasmopamonavirus plasmoparae  , Plasmopamonavirus , Mymonaviridae , Mononegavirales , Monjiviricetes , Negarnaviricota , Orthornavirae , Viruses 
2845861 , Podtsbuvirus caenenecus  , Podtsbuvirus , Steitzviridae , Timlovirales , Leviviricetes , Lenarviricota , Orthornavirae , Viruses 
2845862 , Pohlevirus arvadaptatum  , Pohlevirus , Fiersviridae , Norzivirales , Leviviricetes , Lenarviricota , Orthornavirae , Viruses 
2845867 , Pohlodivirus arvihabitans  , Pohlodivirus , Steitzviridae , Timlovirales , Leviviricetes , Lenarviricota , Orthornavirae , Viruses 
2845868 , Pohlydovirus arvivicinum  , Pohlydovirus , Atkinsviridae , Norzivirales , Leviviricetes , Lenarviricota , Orthornavirae , Viruses 
2845870 , Pohtamavirus caenihabitans  , Pohtamavirus , Fiersviridae , Norzivirales , Leviviricetes , Lenarviricota , Orthornavirae , Viruses 
2845872 , Poncivirus insecticola  , Poncivirus , Fiersviridae , Norzivirales , Leviviricetes , Lenarviricota , Orthornavirae , Viruses 
2845873 , Pond slider testadenovirus A  , Testadenovirus , Adenoviridae , Rowavirales , Tectiliviricetes , Preplasmiviricota , Bamfordvirae , Viruses 
2845939 , Ronodorvirus ssm4  , Ronodorvirus , Kyanoviridae , , Caudoviricetes , Uroviricota , Heunggongvirae , Viruses 
2845941 , Myducvirus myduc  , Myducvirus , Chaseviridae , , Caudoviricetes , Uroviricota , Heunggongvirae , Viruses 
2845947 , Psehatovirus edaphovicinum  , Psehatovirus , Fiersviridae , Norzivirales , Leviviricetes , Lenarviricota , Orthornavirae , Viruses 
2845949 , Shandongvirus H101  , Shandongvirus , , , Caudoviricetes , Uroviricota , Heunggongvirae , Viruses 
2845951 , Melvirus orientalis  , Melvirus , Zobellviridae , , Caudoviricetes , Uroviricota , Heunggongvirae , Viruses 
2845952 , Matsuvirus pYD6A  , Matsuvirus , Schitoviridae , , Caudoviricetes , Uroviricota , Heunggongvirae , Viruses 
2845954 , Warsawvirus 3MF5  , Warsawvirus , Autographiviridae , , Caudoviricetes , Uroviricota , Heunggongvirae , Viruses 
2845959 , Littlefixvirus littlefix  , Littlefixvirus , Schitoviridae , , Caudoviricetes , Uroviricota , Heunggongvirae , Viruses 
2845961 , Paundecimvirus PA11  , Paundecimvirus , Zobellviridae , , Caudoviricetes , Uroviricota , Heunggongvirae , Viruses 
2845962 , Knuthellervirus PMBT14  , Knuthellervirus , , , Caudoviricetes , Uroviricota , Heunggongvirae , Viruses 
2845967 , Zicotriavirus ZC03  , Zicotriavirus , Schitoviridae , , Caudoviricetes , Uroviricota , Heunggongvirae , Viruses 
2845969 , Zurivirus zuri  , Zurivirus , Schitoviridae , , Caudoviricetes , Uroviricota , Heunggongvirae , Viruses 
2845970 , Inbricusvirus inbricus  , Inbricusvirus , Schitoviridae , , Caudoviricetes , Uroviricota , Heunggongvirae , Viruses 
2845972 , Psiaduvirus pedadaptatum  , Psiaduvirus , Steitzviridae , Timlovirales , Leviviricetes , Lenarviricota , Orthornavirae , Viruses 
2845974 , Psimevirus pedocola  , Psimevirus , Fiersviridae , Norzivirales , Leviviricetes , Lenarviricota , Orthornavirae , Viruses 
2845978 , Psoetuvirus pedenecus  , Psoetuvirus , Atkinsviridae , Norzivirales , Leviviricetes , Lenarviricota , Orthornavirae , Viruses 
